,date,time_UTC,lat,lon,source_rate_t/h,uncertainty_t/h
0,20241214,08:24:05,24.83,67.19,48,20
1,20241214,20:16:01,32.21,-102.0,6,6
2,20241214,20:15:59,31.72,-103.93,13,5
3,20241214,20:15:49,31.49,-102.26,7,3
4,20241215,04:45:49,36.37,114.23,16,8
5,20241215,06:24:21,27.33,95.56,18,8
6,20241215,08:02:34,17.5,78.7,40,17
7,20241215,08:03:26,19.24,73.0,16,11
8,20241215,08:03:37,21.98,83.71,14,5
9,20241215,13:13:33,40.38,-3.6,33,19
10,20241215,19:58:52,36.74,-108.05,16,9
11,20241216,06:06:23,33.68,113.57,11,6
12,20241216,07:46:55,28.76,77.12,14,10
13,20241216,07:48:37,33.62,73.0,19,9
14,20241216,09:29:20,31.07,49.31,80,32
15,20241216,17:38:03,-34.32,-58.68,69,30
16,20241216,19:38:13,31.03,-101.82,25,12
17,20241217,07:27:04,27.41,95.39,19,9
18,20241217,05:47:28,33.76,113.37,16,7
19,20241217,05:48:13,36.28,111.97,57,19
20,20241217,05:48:40,37.81,113.82,95,28
21,20241217,10:46:46,15.59,46.03,39,13
22,20241217,10:51:26,31.94,36.21,16,9
23,20241217,10:52:18,35.02,40.66,30,11
24,20241217,19:19:55,31.47,-103.2,68,45
25,20241217,19:19:57,32.45,-101.75,137,72
26,20241218,08:47:13,19.19,72.74,38,28
27,20241218,08:52:47,37.58,61.83,61,55
28,20241218,08:52:47,38.21,63.49,38,13
29,20241218,08:52:53,38.7,65.89,46,15
30,20241218,05:29:49,37.99,113.29,26,9
31,20241218,10:32:05,31.11,49.14,69,24
32,20241218,10:33:27,35.35,40.4,24,11
33,20241218,12:14:37,31.52,6.02,19,6
34,20241218,13:55:52,33.71,-7.43,15,6
35,20241218,20:41:14,31.36,-103.56,19,6
36,20241219,06:49:14,27.04,94.93,13,6
37,20241219,08:28:25,19.2,72.84,23,13
38,20241219,20:22:18,31.28,-103.06,46,29
39,20241219,20:22:38,32.51,-101.11,147,79
40,20241219,10:13:09,31.08,49.45,31,12
41,20241219,10:14:15,35.54,51.53,206,122
42,20241219,10:14:39,35.13,40.91,16,8
43,20241219,13:28:37,4.86,6.43,64,39
44,20241220,08:12:52,31.33,74.26,12,7
45,20241220,08:13:35,33.68,72.8,31,12
46,20241220,09:54:26,31.41,48.48,35,11
47,20241220,13:19:53,40.26,-3.59,32,15
48,20241220,20:03:27,31.3,-103.12,21,17
49,20241220,20:04:53,37.19,-99.78,38,12
