,date,time_UTC,lat,lon,source_rate_t/h,uncertainty_t/h
0,20240511,10:36:45,37.37,61.57,35,12
1,20240511,10:36:56,37.53,53.98,79,33
2,20240511,10:37:25,39.69,53.74,96,31
3,20240512,06:53:17,32.84,116.66,21,11
4,20240512,06:53:36,33.72,113.19,33,24
5,20240512,06:54:43,37.83,113.7,84,56
6,20240512,08:40:28,51.67,75.47,37,17
7,20240512,08:41:04,54.56,86.55,30,21
8,20240512,10:17:25,36.33,59.71,21,15
9,20240513,08:21:45,53.7,87.25,13,10
10,20240513,08:21:51,54.07,87.61,63,42
11,20240513,08:21:42,53.76,91.05,23,9
12,20240513,06:33:53,30.45,112.33,26,10
13,20240513,06:34:22,32.85,116.4,16,10
14,20240513,06:34:44,34.13,113.38,32,11
15,20240513,06:35:16,35.78,112.82,77,26
16,20240513,06:35:52,37.99,113.42,59,19
17,20240513,09:55:05,24.96,67.06,233,95
18,20240513,10:03:28,53.52,54.01,34,12
19,20240513,11:33:51,15.6,46.02,12,5
20,20240513,20:08:18,40.14,-80.26,54,25
21,20240514,08:03:01,54.47,86.55,186,80
22,20240514,06:15:32,32.93,116.5,31,14
23,20240514,06:16:32,35.45,112.63,57,28
24,20240514,06:16:45,36.36,112.93,61,32
25,20240514,06:17:14,37.67,110.63,22,8
26,20240514,09:34:25,18.89,72.93,78,28
27,20240514,09:36:19,24.89,67.13,98,39
28,20240514,09:37:37,30.63,71.5,13,9
29,20240514,09:37:46,31.25,73.43,38,16
30,20240515,09:17:44,24.89,67.08,107,39
31,20240515,09:18:56,31.62,74.45,45,23
32,20240515,09:19:44,34.02,71.47,28,19
33,20240515,09:26:28,55.52,55.53,84,27
34,20240515,09:26:29,55.75,55.35,67,22
35,20240515,11:07:12,55.52,55.26,48,16
36,20240515,21:09:30,31.88,-103.96,39,30
37,20240516,09:08:26,56.45,50.77,47,15
38,20240516,10:48:26,56.7,51.13,52,18
39,20240517,07:00:59,37.77,113.78,86,28
40,20240517,07:06:40,53.91,87.53,64,31
41,20240517,08:46:19,49.74,72.67,20,12
42,20240517,08:46:50,51.78,75.04,23,15
43,20240517,08:47:20,54.85,84.45,37,15
44,20240518,20:13:32,32.13,-102.26,111,42
