,date,time_UTC,lat,lon,source_rate_t/h,uncertainty_t/h
0,20240316,06:58:47,16.86,95.98,18,10
1,20240316,08:41:50,22.71,72.09,23,8
2,20240316,08:41:41,22.26,72.64,21,12
3,20240316,08:43:21,28.3,69.76,17,12
4,20240316,08:43:23,28.48,76.95,31,14
5,20240316,08:43:55,30.38,71.33,48,20
6,20240316,08:44:05,31.16,72.68,15,11
7,20240316,08:44:58,33.39,72.89,49,23
8,20240316,08:46:59,41.2,69.13,31,11
9,20240316,12:08:18,31.84,5.94,14,7
10,20240316,20:38:12,42.83,-114.75,25,13
11,20240317,08:21:57,19.07,72.94,15,10
12,20240317,08:22:51,21.64,72.15,24,12
13,20240317,08:22:46,22.11,72.54,38,16
14,20240317,08:24:23,28.56,77.25,47,16
15,20240317,08:28:08,41.23,68.8,8,3
16,20240317,13:29:41,31.59,6.24,48,17
17,20240318,08:03:21,19.21,72.92,42,22
18,20240318,08:05:04,27.35,78.61,27,13
19,20240318,08:04:54,26.76,81.15,14,6
20,20240318,08:05:03,26.68,76.24,9,7
21,20240318,08:05:32,28.66,77.28,49,16
22,20240318,08:06:28,31.54,74.41,81,27
23,20240318,08:07:06,33.62,73.04,66,26
24,20240318,08:09:14,37.51,62.12,47,17
25,20240318,08:12:02,51.97,75.52,35,14
26,20240319,07:45:53,22.82,72.54,64,31
27,20240319,07:46:05,26.77,80.97,14,7
28,20240319,07:47:48,30.25,71.56,13,6
29,20240319,07:47:53,31.77,74.35,54,22
30,20240319,07:48:30,33.58,73.18,37,16
31,20240319,21:20:33,36.39,-119.35,50,33
32,20240319,19:37:53,32.16,-93.74,20,12
33,20240319,19:38:08,33.29,-87.01,28,12
34,20240319,19:39:40,38.33,-96.28,41,17
35,20240319,12:50:39,28.08,9.77,28,9
36,20240320,05:46:58,32.66,116.48,17,11
37,20240320,05:47:26,34.52,117.34,10,4
38,20240320,07:25:34,22.41,91.9,62,21
39,20240320,07:27:19,26.27,80.57,14,10
40,20240320,21:01:49,36.38,-119.34,56,38
41,20240320,21:02:07,37.44,-120.93,23,11
42,20240321,08:48:53,24.96,67.93,146,46
43,20240322,08:28:04,18.56,73.76,5,2
44,20240322,08:28:20,19.34,72.74,85,51
45,20240322,08:30:07,24.83,67.78,83,28
46,20240322,08:30:46,28.65,77.43,28,22
47,20240322,08:33:56,37.49,61.95,103,35
48,20240322,18:21:33,-34.55,-58.62,126,38
