,date,time_UTC,lat,lon,source_rate_t/h,uncertainty_t/h
0,20241102,08:11:03,24.91,67.1,131,44
1,20241102,08:12:03,30.29,71.52,10,4
2,20241102,08:12:49,33.56,72.99,29,11
3,20241102,08:15:03,39.59,64.21,7,4
4,20241102,09:49:52,15.67,45.9,38,15
5,20241102,09:53:56,32.78,51.89,15,14
6,20241102,09:54:34,35.17,51.59,48,23
7,20241102,09:55:21,38.01,53.85,76,39
8,20241102,09:55:42,39.49,53.67,110,45
9,20241102,11:39:48,45.44,9.7,18,10
10,20241102,18:23:33,39.94,-80.07,22,16
11,20241103,07:55:07,38.72,80.11,11,4
12,20241104,09:14:07,25.28,55.44,18,7
13,20241105,08:54:29,25.01,67.12,121,46
14,20241105,05:34:12,33.8,113.3,7,2
15,20241105,10:35:49,24.83,46.77,28,10
16,20241105,10:38:09,31.33,34.66,5,4
17,20241105,12:21:03,36.73,10.19,11,7
18,20241106,10:20:05,35.26,40.46,9,6
19,20241107,08:17:07,24.96,67.14,94,34
