,date,time_UTC,lat,lon,source_rate_t/h,uncertainty_t/h
0,20240309,05:54:05,35.61,112.54,82,27
1,20240309,05:54:25,36.51,109.81,17,6
2,20240309,05:54:30,37.19,111.72,33,13
3,20240309,07:32:12,23.68,90.49,200,67
4,20240309,07:32:16,23.76,86.79,35,21
5,20240309,17:25:11,-34.33,-57.8,72,23
6,20240310,07:13:09,22.65,88.46,42,18
7,20240310,07:13:18,23.64,90.56,125,45
8,20240310,07:13:35,23.65,86.2,35,27
9,20240310,07:14:10,25.57,85.54,11,5
10,20240310,08:53:51,20.97,72.81,83,31
11,20240310,08:54:21,22.82,72.16,94,40
12,20240311,06:54:09,22.34,91.97,29,15
13,20240311,06:55:14,27.19,95.14,17,7
14,20240311,08:36:13,24.79,67.49,160,53
15,20240311,08:36:52,27.77,69.84,11,4
16,20240311,10:20:34,34.57,38.67,13,7
17,20240312,08:17:52,28.2,77.58,71,25
18,20240312,08:18:41,30.18,71.43,20,6
19,20240312,08:19:00,31.85,73.13,26,13
20,20240312,08:19:09,32.33,74.11,29,15
21,20240312,08:19:32,33.67,72.94,60,23
22,20240312,10:01:45,35.28,43.19,17,7
23,20240312,13:25:51,40.2,-3.68,5,4
24,20240312,18:08:58,-36.15,-67.2,18,11
25,20240312,18:28:56,34.66,-81.77,4,3
26,20240312,18:29:02,35.23,-80.56,5,5
27,20240313,04:41:06,46.37,125.38,103,37
28,20240313,07:57:39,23.99,86.05,41,18
29,20240313,09:41:30,30.99,48.98,33,11
30,20240313,09:43:19,38.63,54.24,84,30
31,20240313,09:44:39,43.47,58.14,128,48
32,20240313,13:04:20,31.74,5.8,24,10
33,20240314,06:00:26,35.73,112.68,45,16
34,20240314,06:00:50,36.91,109.68,28,13
35,20240314,06:00:50,37.07,111.74,69,23
36,20240314,07:38:35,23.62,86.34,17,7
37,20240314,07:42:14,33.69,73.1,34,23
38,20240314,11:03:46,29.99,28.04,6,3
39,20240314,11:10:16,54.25,28.58,25,11
40,20240314,19:32:08,31.51,-103.52,45,16
41,20240315,09:02:49,30.17,71.48,19,8
42,20240315,09:05:07,37.51,61.84,77,25
43,20240315,12:26:51,31.68,5.88,25,9
